Date,AAPL,ABBV,ABT,ACN,AIG,ALL,AMGN,AMZN,APA,APC,AXP,BA,BAC,BAX,BIIB,BK,BLK,BMY,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DIS,DOW,DVN,EBAY,EMC,EMR,EXC,F,FB,FCX,FDX,FOXA,GD,GE,GILD,GM,GOOG,GS,HAL,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NKE,NOV,NSC,ORCL,OXY,PEP,PFE,PG,PM,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM
1/2/2014,75.68,48.25,36.39,77.42,49.57,51.58,110.59,397.97,82.41,76.56,86.89,129.05,15.79,35.75,280.33,33.21,297.92,49.68,52.01,83.34,61.19,49.73,74.15,63.50,111.27,20.68,68.13,114.67,57.00,74.40,41.05,59.05,22.70,24.13,64.43,24.94,13.90,54.71,35.22,138.26,35.03,90.41,25.67,74.32,37.96,556.00,172.32,48.58,78.70,86.75,173.63,24.06,86.02,55.18,38.21,47.50,137.29,47.72,82.18,90.09,33.72,55.39,49.92,130.46,34.71,111.68,46.47,30.05,35.21,38.24,66.82,85.75,36.72,83.88,77.56,28.19,74.95,78.20,69.59,84.55,37.41,84.63,36.60,133.25,30.94,59.02,63.58,40.58,72.19,80.17,97.75,38.11,107.53,54.46,44.18,54.60,42.32,74.90,92.94
1/3/2014,74.02,48.54,36.78,77.68,49.77,51.37,109.32,396.44,82.46,76.32,87.18,129.95,16.10,35.81,277.40,33.59,299.23,50.23,53.14,83.29,61.07,49.36,74.23,63.66,110.78,20.67,68.28,114.86,57.07,74.24,40.87,58.93,22.42,24.13,64.50,24.43,13.97,54.56,34.93,138.54,34.60,90.41,25.66,73.44,36.68,551.95,173.55,48.70,78.58,86.94,174.67,24.05,86.80,55.61,38.02,47.84,138.22,47.24,81.85,90.21,33.66,56.45,50.50,130.76,34.55,111.72,46.70,30.51,34.97,38.14,66.59,85.81,36.62,83.58,77.69,28.25,74.86,77.76,69.18,84.59,37.30,84.18,36.41,134.88,30.80,59.31,63.52,40.76,72.70,80.05,97.53,38.27,107.92,54.49,43.66,54.79,42.62,74.65,92.72
1/6/2014,74.42,46.77,37.26,76.86,49.38,51.17,108.38,393.63,83.21,76.34,87.14,130.69,16.34,35.87,274.97,33.58,299.13,50.03,53.54,82.20,61.03,49.31,73.51,63.93,109.94,20.69,67.08,114.55,56.33,73.96,40.79,58.17,21.79,24.03,64.01,24.59,14.03,57.20,34.65,137.22,34.21,90.14,25.45,72.38,37.45,558.10,174.74,48.88,77.82,86.85,174.07,23.75,87.25,55.93,37.84,48.25,137.49,46.58,81.44,89.57,33.45,57.31,50.29,129.98,34.14,111.08,46.71,30.62,34.24,37.85,67.22,84.52,36.47,83.83,77.73,28.27,75.04,77.21,69.00,84.91,36.92,83.87,36.34,135.79,30.94,58.90,63.05,40.42,71.87,79.24,96.26,38.77,107.81,54.17,43.90,55.09,42.70,74.23,92.86
1/7/2014,73.89,46.86,36.98,77.80,50.05,51.39,111.20,398.03,84.74,77.81,86.81,132.68,16.18,36.06,273.52,33.19,301.89,49.96,53.91,82.47,61.09,51.06,74.18,64.03,109.43,20.98,67.42,115.52,55.77,74.47,40.34,59.36,22.25,24.69,64.06,24.72,13.85,57.92,34.31,139.12,34.38,90.90,25.48,71.92,37.26,568.86,173.69,48.76,78.20,87.21,177.54,23.87,89.11,55.29,37.95,47.93,139.68,46.69,82.58,90.06,33.72,57.91,50.09,130.00,34.14,108.73,47.06,30.52,34.50,37.88,67.49,85.03,36.84,85.40,78.86,28.45,75.77,76.99,69.52,84.47,37.43,83.38,36.67,135.69,30.94,58.76,62.44,40.21,74.06,79.94,96.58,39.10,108.50,54.58,44.45,55.45,42.68,74.46,94.17
1/8/2014,74.36,46.74,37.31,78.40,50.64,51.56,110.67,401.92,83.53,77.03,87.08,132.97,16.26,36.18,290.01,33.30,301.79,50.78,54.54,82.66,60.46,50.98,74.72,63.41,107.72,20.96,67.52,113.88,56.48,73.38,40.39,59.20,22.04,24.66,63.73,24.66,13.99,58.23,33.88,138.85,33.81,90.39,25.40,72.59,37.46,570.04,173.83,48.08,78.62,86.86,175.91,23.72,88.98,55.81,37.53,47.85,139.58,46.86,82.55,89.16,33.73,58.87,50.86,129.04,34.00,111.07,46.75,30.56,33.88,37.68,66.10,84.44,36.72,84.72,78.64,28.64,74.67,75.70,69.93,84.73,37.82,82.88,36.34,135.23,30.71,58.56,61.76,40.76,73.20,80.08,96.50,39.25,108.64,54.75,44.20,57.24,43.17,73.87,93.86
1/9/2014,73.41,47.54,37.38,79.16,50.93,51.85,113.55,401.01,82.99,77.07,86.56,134.21,16.51,36.28,289.75,33.34,301.05,52.31,54.93,83.19,61.87,51.11,74.72,63.20,111.93,20.77,67.67,113.88,57.21,73.06,39.86,58.69,21.91,24.48,63.47,24.81,14.26,57.22,33.42,139.98,32.93,90.87,25.41,73.42,37.53,564.55,172.82,48.19,78.27,86.89,175.36,23.61,89.52,55.71,37.33,48.39,139.79,47.05,83.22,89.20,34.25,57.44,51.20,128.87,34.11,107.85,46.50,30.55,33.67,37.68,65.76,85.75,36.65,84.76,78.27,28.63,74.84,75.74,70.15,85.72,37.62,82.40,36.54,135.10,30.08,59.17,61.32,40.55,73.65,81.21,96.61,39.49,108.69,54.68,43.29,58.95,43.39,74.12,92.95
1/10/2014,72.92,47.24,37.66,79.40,51.04,52.10,112.69,397.66,83.10,77.80,86.24,133.99,16.45,36.18,299.31,32.89,299.96,53.40,54.45,83.93,61.93,51.75,74.89,62.67,111.31,20.89,67.27,111.77,56.85,73.54,39.97,58.44,21.95,24.47,63.73,24.94,14.47,57.94,33.85,141.09,32.89,90.75,25.17,73.99,37.10,564.52,173.78,49.07,78.69,86.59,175.25,23.81,89.53,55.45,37.71,48.62,140.47,47.95,82.35,89.52,34.68,58.01,50.77,128.62,34.12,108.98,46.84,30.31,34.15,37.60,66.00,86.01,37.10,83.88,78.88,28.40,74.72,75.07,70.11,86.35,37.65,84.01,37.23,136.41,30.15,58.49,61.23,40.59,72.31,81.74,96.99,39.18,108.81,54.49,43.52,58.20,43.19,74.07,93.66
1/13/2014,73.30,46.62,37.43,77.36,50.30,51.50,111.17,390.98,81.26,76.37,84.72,132.86,16.11,36.22,283.67,32.19,291.89,52.68,53.45,83.36,61.56,50.41,73.30,61.64,108.40,20.86,66.34,110.15,56.06,71.47,39.20,57.14,22.11,24.30,63.27,24.76,14.51,55.91,33.64,138.97,31.80,90.66,24.96,72.28,36.69,560.93,171.34,48.16,77.69,85.35,172.35,23.79,89.30,54.70,37.14,48.75,141.85,46.96,79.91,88.61,34.10,57.33,49.71,127.20,33.97,107.38,49.88,29.89,33.15,36.75,64.89,84.70,36.74,81.81,77.81,28.26,74.45,74.96,69.50,85.65,36.41,83.34,37.13,135.95,29.87,57.45,60.56,39.78,71.58,80.62,94.83,38.96,107.82,53.94,42.86,58.04,42.83,73.55,91.82
1/14/2014,74.76,47.34,37.87,78.21,50.59,52.01,112.43,397.54,82.61,78.78,84.85,132.20,16.45,36.00,297.47,32.49,295.75,52.92,53.68,83.98,61.71,51.04,74.25,62.17,109.78,21.07,66.28,110.44,56.86,72.62,39.91,57.72,22.29,24.88,64.35,24.68,14.77,57.74,34.10,141.16,31.75,91.57,25.18,74.11,37.09,574.13,172.04,48.96,77.73,85.85,174.00,24.73,89.51,54.74,37.29,49.10,142.32,47.20,81.06,88.98,34.29,57.49,50.30,129.78,33.87,108.52,49.77,30.11,33.90,36.74,65.56,85.23,37.19,82.50,77.81,28.69,75.25,74.96,69.66,86.80,36.58,84.68,36.97,136.88,30.03,57.64,60.43,40.81,71.65,80.99,95.49,39.06,107.66,54.86,42.91,57.85,42.86,74.00,92.35
1/15/2014,76.26,46.88,37.83,80.37,50.93,51.91,113.18,395.87,81.40,79.64,85.95,132.78,16.82,36.08,296.72,32.82,297.88,51.80,54.72,85.69,61.64,52.26,73.94,61.95,109.78,21.42,66.09,110.08,57.02,72.46,40.28,57.17,22.64,25.41,64.88,24.57,15.04,57.60,34.56,141.01,32.06,91.75,25.53,74.34,36.50,573.74,174.13,49.19,77.79,86.35,175.70,24.88,89.59,56.40,37.36,50.01,144.28,46.61,81.22,89.20,34.58,57.41,50.98,130.75,33.79,108.92,49.32,31.20,34.83,36.87,65.27,85.61,37.39,81.74,78.31,28.86,75.18,75.53,70.72,86.82,36.93,84.70,36.95,137.71,30.31,57.50,60.26,41.00,72.45,81.63,95.60,39.64,109.04,55.13,43.99,57.36,43.62,73.71,92.04
1/16/2014,75.84,47.24,37.84,80.28,50.34,51.23,113.68,395.80,82.81,79.25,85.49,132.39,16.75,36.20,294.00,32.59,302.67,52.09,52.34,85.88,61.83,51.75,73.37,61.72,109.14,21.42,65.93,109.76,57.25,72.39,40.32,57.32,22.62,25.49,65.04,25.16,15.07,57.19,34.84,140.28,31.92,91.57,25.39,76.98,36.15,577.53,170.65,49.44,77.97,86.49,176.65,24.76,89.44,55.92,37.31,51.78,144.27,46.50,81.43,89.76,34.58,57.20,50.17,130.49,34.16,108.61,49.30,30.99,34.96,36.56,65.25,82.42,37.27,82.02,78.28,28.85,74.97,76.84,70.92,86.36,36.50,84.43,37.10,137.90,30.46,56.80,60.08,40.84,70.43,80.58,95.07,39.60,109.18,54.64,44.23,57.75,43.61,72.86,92.18
1/17/2014,73.98,46.83,37.71,80.57,49.74,50.96,113.79,399.61,81.47,78.02,88.60,132.63,16.68,36.14,297.48,31.42,301.66,51.67,52.01,85.35,61.57,51.75,69.48,61.43,109.83,21.38,65.78,110.19,57.28,72.17,40.30,56.98,22.39,25.45,64.26,24.96,14.88,56.30,34.16,138.99,31.50,91.64,24.82,77.48,35.78,574.69,171.73,49.21,77.72,86.39,177.90,24.11,89.83,55.09,36.91,51.64,144.58,46.12,80.74,88.71,34.14,57.59,49.70,129.68,33.91,109.02,48.78,32.34,34.47,35.87,65.09,83.57,37.19,80.95,77.65,28.77,74.33,75.76,70.93,85.78,36.31,85.96,37.03,137.30,30.23,56.27,59.57,40.91,70.20,80.52,94.52,39.60,109.17,57.21,44.07,57.04,43.61,72.32,92.39
1/21/2014,75.13,46.78,37.44,81.05,49.44,50.75,113.89,407.05,81.64,79.12,88.23,133.77,16.68,35.94,310.50,31.79,303.61,51.89,51.59,84.57,61.61,51.52,69.69,62.11,108.55,21.46,66.39,111.17,57.02,72.38,42.98,57.62,22.79,25.45,64.66,25.49,14.78,58.51,33.29,140.61,31.38,91.47,24.55,80.62,35.54,581.27,168.73,48.36,77.20,87.01,176.34,23.87,88.86,55.15,37.51,52.05,144.84,46.33,80.74,88.85,33.37,57.45,49.43,129.38,34.22,109.40,48.67,31.60,34.27,36.05,65.24,83.31,37.10,80.41,78.33,28.90,74.61,76.36,71.62,87.17,35.70,86.79,37.47,138.35,30.11,55.30,59.71,41.29,70.82,80.66,93.26,39.72,109.92,57.15,43.48,56.63,43.71,71.99,91.77
1/22/2014,75.46,45.91,36.44,81.50,49.16,50.49,118.78,404.54,81.68,81.59,88.75,136.32,16.82,36.04,310.54,32.10,308.49,52.10,51.64,83.67,61.23,51.94,69.73,62.21,107.43,21.47,67.21,111.24,56.39,73.46,42.75,58.33,22.90,25.19,64.12,25.82,14.90,57.51,32.59,140.76,31.53,95.65,24.27,81.21,35.96,581.93,169.19,49.09,76.96,87.49,170.56,23.61,89.13,54.60,37.49,52.06,147.24,46.26,82.17,88.66,33.37,57.24,49.26,128.90,34.34,106.81,48.22,31.27,34.05,35.93,65.60,87.28,36.97,81.29,78.27,28.94,74.29,76.54,71.93,88.05,35.68,86.91,37.42,137.95,29.90,55.09,60.83,42.01,71.05,80.84,93.65,39.59,111.00,57.41,43.14,56.80,43.87,71.52,91.20
1/23/2014,76.10,45.72,35.82,80.09,48.10,49.74,118.04,399.87,80.77,80.77,86.85,133.43,16.54,35.66,314.96,31.82,300.56,51.28,50.47,82.59,60.69,51.30,68.67,61.74,106.54,21.21,66.53,109.35,55.25,72.96,41.85,58.05,23.12,25.34,62.62,25.99,14.80,56.63,31.79,138.72,31.20,97.47,24.11,81.18,35.61,579.47,166.34,48.68,76.99,86.25,171.01,23.44,87.64,53.53,36.87,51.64,141.45,46.65,81.25,89.07,33.37,56.81,48.27,127.23,34.22,104.90,48.45,30.48,34.17,35.55,64.37,87.96,37.13,79.92,77.87,28.70,73.36,75.95,72.01,86.76,35.57,86.00,37.27,136.79,30.32,54.78,59.80,41.52,70.86,83.53,92.66,38.90,109.77,56.24,43.62,56.26,43.57,71.15,90.35
1/24/2014,74.72,44.71,35.01,77.47,46.78,48.76,113.93,387.60,79.64,79.02,84.68,129.03,16.13,34.95,303.60,31.07,288.69,48.42,49.09,80.43,59.68,50.64,67.74,60.57,105.90,20.87,65.72,107.41,53.66,70.94,40.62,57.47,22.88,24.64,60.68,25.95,14.26,54.45,30.94,133.13,30.74,94.36,23.29,79.67,34.14,561.35,163.31,47.22,75.96,84.97,168.12,23.14,85.63,52.23,36.49,50.67,138.88,46.34,77.45,88.24,32.59,55.31,46.47,122.99,34.16,104.04,48.81,29.48,34.88,35.02,62.58,84.15,36.12,78.65,76.93,27.85,74.24,74.10,70.31,83.94,36.35,83.99,37.08,134.21,29.98,53.92,58.57,40.44,69.31,82.34,91.14,38.34,106.87,54.52,43.41,55.18,42.75,70.64,88.37
1/27/2014,75.32,43.81,34.74,77.44,46.22,48.84,113.19,386.28,78.44,78.40,83.49,129.70,16.00,35.08,297.88,30.78,285.68,47.26,48.57,85.21,59.41,50.73,67.14,59.93,106.80,20.68,65.62,107.54,53.90,70.48,40.33,56.65,22.26,24.50,60.92,25.88,14.15,53.55,30.58,130.52,30.52,95.94,23.41,77.93,34.07,550.06,160.44,47.10,75.75,86.72,166.49,23.06,84.99,52.23,36.39,50.68,138.19,46.50,75.02,87.90,32.55,55.12,45.91,121.80,33.73,103.69,49.33,29.02,34.14,35.14,61.99,84.82,35.52,77.84,77.52,27.45,73.57,73.44,69.48,84.35,35.97,83.76,37.11,133.11,30.06,53.91,58.17,40.15,69.36,82.14,90.04,38.25,108.77,53.28,43.47,55.35,42.80,70.38,88.44
1/28/2014,69.30,44.61,34.81,77.59,47.37,49.87,115.27,394.43,79.23,79.04,84.38,129.45,16.41,35.40,305.65,30.96,289.25,48.54,49.35,86.31,60.14,51.56,68.02,60.25,108.03,20.45,66.58,107.92,53.30,71.09,40.29,57.25,22.37,24.53,61.68,25.79,14.16,55.14,30.74,132.89,30.74,96.46,23.77,79.72,34.12,560.94,161.96,46.95,75.36,86.87,165.51,23.23,85.15,52.84,36.52,50.77,139.37,45.49,77.77,88.01,32.67,55.24,46.58,122.60,33.75,104.12,49.65,29.17,34.37,35.54,61.99,85.70,36.11,78.93,77.77,28.15,74.17,73.47,68.33,84.96,35.82,83.62,37.11,133.21,30.23,54.07,58.41,40.40,69.42,82.90,90.64,38.73,108.84,54.44,43.17,54.98,43.20,70.87,89.12
1/29/2014,68.52,44.54,34.31,76.65,46.87,49.84,113.81,384.20,78.29,79.22,83.32,122.54,16.36,35.35,305.46,30.63,284.98,47.73,47.84,84.58,58.92,51.28,67.06,59.89,106.00,20.36,65.44,107.15,54.32,69.58,41.86,56.98,21.97,23.82,61.06,25.87,13.85,53.53,30.53,130.43,30.21,95.03,23.61,78.91,33.69,552.91,159.67,46.82,73.58,86.19,165.09,23.02,84.01,52.64,35.61,50.47,138.50,44.53,76.65,87.04,31.95,54.54,45.85,123.01,33.36,103.12,49.03,29.04,34.74,35.08,61.76,84.33,35.99,78.49,75.78,27.87,72.80,72.22,67.50,84.41,34.69,83.18,36.78,131.96,29.88,53.14,57.65,40.21,68.98,82.49,90.19,37.98,108.27,53.50,43.47,54.48,42.86,70.33,88.62
1/30/2014,68.38,45.19,34.96,77.03,47.78,50.38,115.46,403.01,78.54,79.38,84.36,119.48,16.61,35.79,318.28,31.29,290.91,47.99,48.07,86.99,58.82,52.37,68.11,59.83,106.47,20.67,65.74,107.56,55.06,71.43,42.40,57.61,22.38,23.80,61.90,26.61,13.84,61.08,30.60,132.32,31.48,96.46,23.81,80.56,34.15,567.13,161.56,48.03,73.82,88.07,165.98,23.08,84.58,53.09,35.87,49.88,139.73,45.05,78.68,87.65,31.90,55.17,46.72,120.94,32.37,103.38,50.25,29.08,34.93,36.14,62.28,87.11,36.40,78.92,76.60,28.52,72.07,71.90,69.54,87.52,34.86,84.62,37.25,134.00,29.91,52.93,58.65,40.48,70.47,84.55,90.62,38.32,109.62,54.42,43.41,55.21,43.29,70.95,87.57
1/31/2014,68.50,46.06,35.09,76.23,46.88,49.32,113.60,358.69,77.56,78.63,82.80,118.28,16.43,35.29,312.64,30.85,286.18,47.50,47.21,87.65,58.57,52.63,67.77,59.10,106.12,20.60,65.80,103.11,54.59,70.83,42.59,57.18,22.39,23.43,61.31,26.62,13.58,62.57,30.60,131.88,31.28,97.24,23.46,79.70,33.44,589.89,159.88,47.61,73.74,87.62,165.35,22.89,83.61,52.48,35.54,50.57,141.84,44.84,74.66,88.00,31.73,54.73,46.03,121.07,32.26,102.70,49.74,28.62,35.86,35.61,63.43,86.95,35.92,78.26,75.92,28.13,71.84,71.04,70.45,90.55,34.47,83.44,37.56,135.66,29.89,52.91,58.12,40.21,69.97,83.59,90.10,37.95,108.99,53.08,43.77,55.30,42.62,70.88,85.87
2/3/2014,68.62,44.30,34.31,74.52,45.82,48.13,111.50,346.15,76.08,76.18,80.70,116.22,16.04,34.39,300.39,29.84,272.77,46.23,46.12,86.26,57.56,51.00,66.10,58.11,104.06,20.26,63.93,102.66,53.68,68.27,41.82,55.86,22.05,23.02,59.74,26.59,13.21,61.48,29.34,128.04,30.36,94.52,22.73,77.90,32.67,566.15,155.69,46.95,72.05,85.24,161.81,22.34,82.01,51.49,34.95,49.30,138.86,44.18,72.91,86.92,31.07,52.94,44.17,117.02,31.24,100.85,48.91,28.08,34.57,34.65,62.37,84.13,34.89,77.97,74.23,28.32,70.98,68.54,69.59,88.05,33.43,82.16,37.57,132.45,28.66,51.76,56.91,39.35,68.48,82.39,88.57,37.04,105.30,52.60,42.30,53.58,41.77,68.97,83.90
2/4/2014,69.62,44.86,34.69,74.51,46.55,48.07,110.58,347.95,75.85,77.99,81.81,115.24,16.04,34.60,308.18,30.11,275.97,46.52,46.56,86.34,57.73,51.73,65.96,57.97,104.73,20.50,64.24,102.37,55.12,69.31,42.07,57.28,22.27,22.87,59.56,26.53,13.50,62.75,29.21,129.01,31.02,95.68,22.94,81.05,33.20,568.51,157.58,47.95,71.94,86.21,161.75,22.22,81.86,52.09,35.22,49.72,139.28,43.50,72.13,86.99,31.01,51.87,45.11,119.68,31.53,102.80,50.25,28.15,34.44,34.46,63.01,86.20,35.00,77.88,74.46,29.10,71.34,69.89,68.82,86.65,34.38,83.08,37.35,134.41,29.11,51.49,57.72,38.77,68.26,83.12,88.83,37.36,104.29,52.86,42.67,53.95,42.09,69.03,83.87
2/5/2014,70.14,44.65,34.79,74.03,46.57,47.73,109.90,346.45,75.39,77.11,81.54,114.63,16.09,34.78,299.93,29.86,275.51,46.14,46.84,85.83,57.80,51.59,65.90,57.74,104.37,20.67,63.59,101.16,55.38,70.00,41.97,57.04,22.53,23.08,59.28,26.49,13.37,62.19,29.35,128.57,31.18,94.91,22.89,77.23,32.66,571.03,156.28,47.86,72.22,86.05,163.06,22.15,82.48,52.34,35.34,49.36,141.35,44.11,71.86,87.45,31.08,52.96,45.01,120.29,31.14,103.28,50.27,28.30,33.94,34.51,61.98,86.68,34.99,78.01,75.03,28.60,71.68,69.91,68.69,88.34,34.30,82.10,37.18,134.86,28.77,51.44,58.36,38.85,68.56,82.82,88.71,37.36,103.15,53.13,42.55,55.78,41.86,69.17,83.46
2/6/2014,70.54,44.84,35.08,74.93,46.64,50.44,110.85,354.59,77.23,76.89,83.46,115.83,16.37,34.67,301.01,30.38,280.85,46.56,48.02,87.58,57.97,52.22,67.41,58.51,107.91,21.15,64.24,102.78,56.33,73.71,42.66,58.37,22.88,23.35,59.45,27.07,13.48,62.16,29.77,129.43,31.60,97.16,23.29,75.60,32.65,579.40,157.57,49.31,73.08,87.54,164.36,22.59,83.87,53.54,35.73,49.36,142.62,45.12,73.89,88.72,31.67,52.98,45.87,121.74,31.79,104.37,50.49,28.80,34.28,34.95,62.63,88.39,35.74,79.08,75.00,28.78,72.10,71.01,69.52,89.15,35.21,84.34,37.26,136.08,28.70,52.18,58.55,39.10,68.60,84.01,89.63,38.03,104.62,53.96,42.55,57.10,42.38,69.12,84.26
2/7/2014,71.53,45.74,35.58,76.90,47.90,50.82,113.56,361.08,78.66,78.13,84.73,119.94,16.50,35.09,315.54,30.69,285.61,47.84,49.11,88.55,58.22,52.81,68.83,59.12,107.71,21.31,64.56,103.50,56.77,73.82,42.67,58.92,22.98,23.67,60.61,27.02,13.59,64.32,30.54,130.34,31.69,100.01,23.52,77.82,33.47,588.13,157.75,50.48,73.36,89.48,166.79,22.80,85.09,53.68,35.66,49.82,145.81,44.63,75.28,89.63,31.90,53.79,46.36,123.09,32.33,106.75,51.43,28.80,34.64,35.53,63.48,89.50,36.20,80.96,75.78,29.13,72.49,72.96,70.63,89.78,36.03,85.28,37.44,137.52,28.97,52.62,59.12,39.78,69.08,84.87,90.23,38.21,105.84,54.65,42.66,58.78,42.94,70.00,84.99
2/10/2014,72.81,46.35,35.57,76.32,47.78,50.18,114.89,360.87,78.03,78.87,86.04,120.07,16.40,35.29,317.96,30.42,286.71,49.54,49.09,88.21,58.85,52.53,68.81,58.76,107.53,21.46,65.05,103.17,56.77,75.17,42.90,58.70,22.63,23.88,60.42,26.98,13.47,63.55,30.43,128.48,31.60,98.39,23.39,80.03,32.35,585.88,156.84,50.39,73.32,89.18,166.69,22.87,86.06,53.79,36.24,50.53,144.73,44.68,75.32,88.64,32.08,54.01,45.84,122.50,32.23,107.31,51.54,28.81,34.87,35.52,63.42,87.78,36.31,81.05,76.14,29.37,73.16,71.65,70.89,88.79,36.40,84.84,37.60,138.72,29.10,52.79,58.88,40.17,67.51,83.85,89.62,38.29,106.68,54.34,42.75,58.48,43.08,70.01,84.00
2/11/2014,73.77,46.46,36.32,76.87,47.89,50.87,116.38,361.79,78.64,79.92,86.27,122.90,16.56,35.89,319.82,30.86,290.64,50.02,49.42,88.63,59.69,53.16,68.70,59.66,108.60,21.35,66.82,104.91,57.52,75.88,43.83,59.42,22.86,24.14,60.39,27.05,13.58,64.85,31.33,131.71,31.60,99.08,23.74,80.84,32.67,594.49,160.14,52.30,73.60,90.44,169.10,23.04,87.86,54.44,36.31,51.04,148.09,45.30,75.16,89.09,32.24,54.64,46.98,123.70,32.18,107.25,52.30,29.36,35.22,36.16,63.93,87.96,36.83,81.87,76.76,29.75,73.92,72.24,71.78,89.80,36.25,86.11,37.97,139.48,29.55,53.37,59.98,40.90,68.36,85.25,90.98,38.49,107.98,54.78,43.03,61.90,43.51,71.00,85.24
2/12/2014,73.77,47.30,36.62,77.50,47.93,50.60,117.31,349.25,78.54,79.61,86.70,121.67,16.43,35.72,323.04,30.87,289.08,50.23,49.72,89.76,59.23,53.39,69.08,59.35,108.73,21.48,66.60,104.40,57.23,76.00,43.39,59.07,23.08,24.25,60.94,26.84,13.62,64.45,30.95,131.56,32.02,99.50,23.70,81.03,32.96,592.75,159.28,51.60,74.15,90.56,169.60,23.12,87.34,54.53,36.18,50.37,149.37,45.22,74.94,88.67,32.17,54.61,47.09,124.00,31.99,105.47,51.65,29.25,35.50,36.22,64.28,88.42,37.06,82.39,76.98,29.50,72.65,71.31,72.54,91.12,35.96,85.78,37.90,139.47,29.54,53.20,60.18,41.06,67.99,85.80,90.85,38.54,108.37,55.33,43.17,63.08,43.52,71.15,85.46
2/13/2014,74.94,47.10,37.06,78.01,48.47,50.77,119.17,357.20,78.23,79.44,86.58,122.97,16.43,35.79,328.62,30.87,290.06,50.84,49.62,89.71,59.61,51.20,69.77,59.51,109.67,20.94,67.51,104.85,57.65,75.99,43.33,60.12,23.11,24.24,60.41,27.27,13.69,67.33,31.30,131.63,31.69,99.57,23.75,81.58,32.63,599.35,159.82,51.93,74.45,90.79,171.11,23.26,87.47,55.01,36.32,50.53,150.20,45.18,75.50,89.20,32.94,54.77,47.21,123.72,32.31,105.91,51.74,29.01,35.64,36.60,64.22,87.35,37.40,82.47,75.28,29.58,72.95,72.04,72.55,90.75,36.34,86.00,38.47,140.17,30.04,53.11,59.76,41.48,68.93,85.70,91.35,38.47,108.87,55.30,43.12,64.32,43.51,71.53,85.79
2/14/2014,74.88,47.46,37.14,78.36,47.87,51.02,118.88,357.35,80.58,79.46,86.68,123.60,16.38,35.70,328.29,30.69,288.62,51.68,49.29,90.12,59.96,51.90,69.80,60.27,109.95,21.21,67.92,105.75,58.12,77.29,43.71,59.91,23.05,24.55,60.38,27.58,13.83,67.09,31.86,132.47,32.04,102.08,24.03,80.25,33.32,600.80,159.49,52.04,74.78,90.87,172.85,23.32,87.66,55.13,36.58,51.21,153.10,45.80,76.34,89.50,33.05,55.04,47.57,125.60,32.58,105.53,52.06,28.80,35.65,36.69,64.62,87.70,36.97,85.58,73.77,29.81,74.45,73.09,72.40,91.36,36.51,86.57,38.73,141.46,29.73,52.76,60.41,41.59,71.17,86.42,92.00,38.96,109.42,55.79,42.39,62.76,43.66,71.94,88.31
2/18/2014,75.15,48.14,37.26,78.82,49.04,50.27,119.93,353.65,80.51,81.44,86.70,124.04,16.15,35.80,334.98,30.66,291.41,51.93,49.15,90.13,59.68,51.74,69.82,60.12,109.25,21.07,68.33,105.03,58.31,77.63,43.78,60.74,23.21,24.63,59.71,27.87,13.97,67.30,31.85,131.36,32.47,102.48,23.95,82.82,33.66,604.83,160.40,52.58,74.43,90.62,172.38,23.32,87.10,55.45,35.21,52.20,152.92,45.46,76.44,89.73,33.12,54.37,48.21,125.30,32.48,106.04,52.30,28.67,35.72,36.76,64.61,86.34,36.96,86.05,73.86,29.75,73.10,72.74,71.76,91.31,35.99,86.74,38.75,141.53,29.44,53.07,60.41,41.73,71.47,85.54,91.29,38.92,109.29,55.80,41.91,62.53,43.66,71.50,88.27
2/19/2014,73.97,47.89,37.10,79.46,48.14,49.89,118.41,347.38,81.24,81.60,86.52,121.92,15.89,35.72,328.45,30.05,286.20,50.81,47.96,89.80,58.86,49.84,68.40,59.78,108.82,20.95,68.12,105.86,57.90,76.94,43.46,62.04,23.04,24.40,59.22,27.79,13.84,68.06,31.31,129.93,32.21,101.03,23.71,81.73,33.40,600.57,159.04,52.97,73.36,89.27,172.15,23.07,86.60,54.28,34.86,54.88,152.88,45.09,75.61,89.29,33.18,54.38,47.92,124.12,32.20,105.25,51.68,28.09,35.81,36.57,64.66,85.32,36.86,84.85,72.84,29.38,73.26,72.37,71.92,90.63,35.68,86.60,38.41,141.45,29.46,53.94,59.78,41.66,71.20,84.37,90.05,38.16,109.58,55.26,42.41,63.47,43.09,71.05,88.15
